nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,AR,BRCA/HRR,PSMA,MSI-H/dMMR,first_line,later_line,biomarker_selected
NCT05676203,A Trial Comparing Docetaxel 75 mg/m2 (3w) Versus Docetaxel 50 mg/m2 (2w) in Combination With Darolutamide + ADT in mHSPC Patients,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,250,Jena University Hospital,Jena University Hospital,1,0,1,active_comparator,2,docetaxel;standard adt (androgen deprivation therapy);standard darolutamide,docetaxel;standard adt (androgen deprivation therapy);standard darolutamide,,,AR,0,1,1,0,1,0,0,0,1
NCT05678322,Optimizing Timing of rhPSMA-7.3 (18F) for Assessing Site(s) of Recurrent Disease Following Radical Prostatectomy,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,26,NYU Langone Health,NYU Langone Health,39,0,0,single_arm,1,18f-labeled positron emission tomography (pet) diagnostic agent;device: pet mri imaging,18f-labeled positron emission tomography (pet) diagnostic agent;device: pet mri imaging,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,0,0,0,0,0
NCT05682443,ONC-392 Plus Lutetium Lu 177 Vipivotide Tetraxetan in Patients With mCRPC,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,148,"OncoC4, Inc.",OncoC4,10,1,0,active_comparator,3,lutetium lu 177 vipivotide tetraxetan,lutetium lu 177 vipivotide tetraxetan;onc-392 high;onc-392 low,CTLA-4,Monoclonal Antibody,AR;PSMA,1,1,0,0,1,0,0,0,1
NCT05720130,Phase Ib/IIa Dose Escalation and Expansion Study of [²¹²Pb]Pb-ADVC001 in Metastatic Prostate Cancer (TheraPb - Phase I/II Study).,PHASE1;PHASE2,Phase 2,RECRUITING,100,AdvanCell Pty Limited,AdvanCell Pty,1,1,0,multi_experimental,2,,[²¹²pb]pb-advc001 (phase 1b);[²¹²pb]pb-advc001 (phase 2a),PSMA,Radiopharmaceutical,,0,1,1,1,1,0,0,1,1
NCT05740956,A Study of Hansoh (HS)-10502 in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,318,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",Hansoh,82,1,0,single_arm,1,hs-10502,hs-10502,,,HER2,0,1,0,1,0,0,0,0,1
NCT05743621,Study of TVB-2640 in Men With Metastatic Castration-Resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,30,Weill Medical College of Cornell University,Weill Medical College of Cornell University,90,0,0,single_arm,1,enzalutamide;tvb-2640,enzalutamide;tvb-2640,FASN,Small Molecule,PSA,0,1,1,0,0,0,1,0,1
NCT05751941,Study of Sipuleucel-T With or Without Continuing New Hormonal Agents in Metastatic Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,26,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,0,multi_experimental,2,sipuleucel-t,abiraterone;apalutamide;enzalutamide;sipuleucel-t,CYP17A1,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT05753566,Rezvilutamide in Patients With Biochemical Recurrence After Radical Prostatectomy for Prostate Cancer,PHASE2,Phase 2,RECRUITING,96,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,5,0,0,multi_experimental,2,androgen deprivation therapy (adt);rezvilutamide,androgen deprivation therapy (adt);rezvilutamide;srt,AR,Small Molecule,AR,0,1,0,0,0,0,0,0,0
NCT05765500,RecoverPC: Relugolix vs GnRH Agonist in Quality of Life,PHASE2,Phase 2,RECRUITING,110,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,1,active_comparator,2,leuprolide,relugolix,GnRH,Small Molecule,AR,0,1,1,0,0,0,0,0,1
NCT05766371,Pembrolizumab Plus 177Lu-PSMA-617 in Patients With Castration Resistant Prostate Cancer,PHASE2,Phase 2,RECRUITING,48,"University of California, San Francisco","University of California, San Francisco",90,0,1,single_arm,1,177lu-psma-617;pembrolizumab,177lu-psma-617;pembrolizumab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,1,0,0,1,1
NCT05778097,Adjutant Apalutamide Plus ADT in Post-RP Patients With High Risk of Recurrence (ARES Study),PHASE2,Phase 2,NOT_YET_RECRUITING,103,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,5,0,1,single_arm,1,androgen deprivation therapy(adt);apalutamide,androgen deprivation therapy(adt);apalutamide,AR,Small Molecule,PSA,0,1,0,0,0,0,0,0,0
NCT05779943,Comparison of 18F-rhPSMA-7.3 PET/CT With and Without Furosemide in Biochemical Recurrence of Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,20,Emory University,Emory University,116,0,0,single_arm,1,computed tomography;f18-rhpsma-7.3;furosemide;positron emission tomography,computed tomography;f18-rhpsma-7.3;furosemide;positron emission tomography,,,,0,1,0,0,0,0,0,0,0
NCT05786716,"DETERMINE Trial Treatment Arm 04: Trastuzumab in Combination With Pertuzumab in Adult, Paediatric and Teenage/Young Adult Patients With Cancers With HER2 Amplification or Activating Mutations",PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,pertuzumab;trastuzumab,pertuzumab;trastuzumab,HER2,ADC,HER2;MET,1,1,0,0,0,0,0,0,0
NCT05787587,A Study of PARG Inhibitor IDE161 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,216,IDEAYA Biosciences,IDEAYA Biosciences,11,1,1,multi_experimental,4,ide-161,ide-161;pembrolizumab,PARG,Small Molecule,MSI,0,1,0,1,0,0,0,0,1
NCT05794906,A Study to Compare Darolutamide Given With Androgen Deprivation Therapy (ADT) and Placebo Given With ADT in Men With Hormone Sensitive Prostate Cancer and Raise of Prostate Specific Antigen (PSA) Levels After Local Therapies,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,985,Bayer,Bayer,283,1,1,placebo_comparator,2,adt;placebo matching darolutamide,adt;darolutamide (bay1841788;nubeqa),AR,Small Molecule,PSA,0,1,1,0,1,0,0,0,1
NCT05800665,"A Study Evaluating the Safety, Pharmacokinetics, and Activity of RO7656594 In Participants With Advanced or Metastatic Prostate Cancer",PHASE1,Phase 1,RECRUITING,210,"Genentech, Inc.",Roche/Genentech,922,1,1,multi_experimental,2,ro7656594,ro7656594,PSMA,Monoclonal Antibody,AR;PSMA,1,1,1,0,0,0,0,0,1
NCT05806814,Sipuleucel-T Based Autologous Cellular Immunotherapy for Advanced Prostate Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,15,University of Oklahoma,University of Oklahoma,23,0,0,single_arm,1,sipuleucel-t,sipuleucel-t,PAP,Cell Therapy,PSA,1,1,0,0,0,0,0,0,0
NCT05818683,A Study of Pasritamig (JNJ-78278343) in Combination With Other Agents for Metastatic Prostate Cancer,PHASE1,Phase 1,RECRUITING,300,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,single_arm,1,abiraterone acetate plus prednisone (aap);apalutamide;cabazitaxel;cetrelimab;darolutamide;docetaxel;enzalutamide;jnj-101556143;lutetium lu-177 vipivotide tetraxetan;pasritamig,abiraterone acetate plus prednisone (aap);apalutamide;cabazitaxel;cetrelimab;darolutamide;docetaxel;enzalutamide;jnj-101556143;lutetium lu-177 vipivotide tetraxetan;pasritamig,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1
NCT05826509,SUrGery With or Without dARolutamide in High-risk and/or Locally Advanced Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,240,Institut Claudius Regaud,Institut Claudius Regaud,15,0,1,active_comparator,2,surgery alone,peri-operative darolutamide + surgery.,AR,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT05842057,Human Amnion Membrane Allograft and Early Return of Erectile Function After Radical Prostatectomy,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,118,University of Miami,University of Miami,25,0,0,multi_experimental,2,biodfence g3 placental tissue membrane;robot-assisted radical prostatectomy,biodfence g3 placental tissue membrane;robot-assisted radical prostatectomy,,,,0,1,0,0,0,0,0,0,0
NCT05849298,A Phase II Study of AAA617 Alone and AAA617 in Combination With ARPI in Patients With PSMA PET Scan Positive CRPC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,49,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,2,aaa517;aaa617;adt;piflufolastat f 18,aaa517;aaa617;adt;arpi;piflufolastat f 18,PSMA,Radiopharmaceutical,MET;PSMA,0,1,0,0,1,0,0,0,1
NCT05851365,Magnetic Resonance (MR) Imaging With Hyperpolarized Bicarbonate (13C) to Measure Tissue pH in Prostate Cancer,EARLY_PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,1,"Robert Flavell, MD, PhD","Robert Flavell, MD, PhD",4,0,1,single_arm,1,hyperpolarized bicarbonate (13c);magnetic resonance imaging,hyperpolarized bicarbonate (13c);magnetic resonance imaging,,,,0,1,0,0,0,0,0,0,0
NCT05851547,Dose Escalation For INtraprostatic LEsions,PHASE2,Phase 2,RECRUITING,54,Ottawa Hospital Research Institute,Ottawa Hospital Research Institute,11,0,0,single_arm,1,prostate sbrt with focal boost;triptorelin injection,prostate sbrt with focal boost;triptorelin injection,GnRH,Peptide,,0,1,0,0,0,0,0,0,0
NCT05884398,A Study of an Intermittent ADT Approach With Apalutamide Monotherapy in Participants With mCSPC,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,420,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,2,androgen-deprivation therapy (adt);apalutamide,androgen-deprivation therapy (adt);apalutamide,AR,Small Molecule,PSA,0,1,0,0,0,0,0,0,0
NCT05915442,Adenosine Signaling Modulation and Immune Checkpoint Inhibition With Hormone Sensitive Oligometastatic Prostate Cancer,PHASE2,Phase 2,RECRUITING,23,Catherine Spina,Catherine Spina,1,0,0,single_arm,1,etrumadenant;quemliclustat;stereotactic body radiation therapy;zimberelimab,etrumadenant;quemliclustat;stereotactic body radiation therapy;zimberelimab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT05919264,FOG-001 in Locally Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,619,"Parabilis Medicines, Inc.",Parabilis Medicines,1,1,0,multi_experimental,19,fog-001,bevacizumab;fog-001;mfolfox-6;nivolumab;trifluridine/tipiracil,β-catenin,Small Molecule,MSI;MSI-H;MSS;PD-L1;Wnt pathway;dMMR,0,1,0,0,0,1,0,1,1
NCT05924672,Efficacy of Ra-223 in PSMA PET Optimally Selected Patients,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,2,"University of California, San Francisco","University of California, San Francisco",90,0,1,single_arm,1,psma positron emission tomography (pet) scan;radium-223;technetium tc 99m medronate,psma positron emission tomography (pet) scan;radium-223;technetium tc 99m medronate,,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT05936658,[18F]Florastamin PET/CT Imaging Examination in Patients With Suspected Recurrent or Metastatic Prostate Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,138,FutureChem,FutureChem,5,1,0,single_arm,1,[f-18]florastamin,,,,,0,0,0,0,0,0,0,0,0
NCT05939414,An Open-label Study Comparing Lutetium (177Lu) Vipivotide Tetraxetan Versus Observation in PSMA Positive OMPC.,PHASE3,Phase 3,RECRUITING,450,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,2,aaa617;gallium (68ga) gozetotide (25μg);piflufolastat (18f),aaa617;gallium (68ga) gozetotide (25μg);piflufolastat (18f),PSMA,Radiopharmaceutical,AR;PSMA,0,1,0,0,1,0,0,1,1
NCT05942001,Study of HRS-5041 in Patients With Metastatic Castration Resistant Prostate Cancer (mCRPC),PHASE1,Phase 1,RECRUITING,100,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,active_comparator,4,abiraterone acetate tablets;docetaxel injection;enzalutamide soft capsules;prednisone acetate tablets,hrs-5041,,Cell Therapy,AR,1,1,1,0,0,0,0,0,1
NCT05944237,HTL0039732 in Participants With Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,150,Cancer Research UK,Cancer Research UK,16,0,0,multi_experimental,3,,htl0039732 capsules;htl0039732 capsules and atezolizumab infusion,PD-L1,,HER2;PD-L1;genomic,0,1,0,0,0,0,0,1,0
NCT05946824,"This Study is Evaluating a New Radiation Treatment Technique for Patients Who Have Had Prostate Cancer, Undergone Surgery for Cancer, and Then Have Evidence That Their Prostate Cancer Has Returned.",PHASE2,Phase 2,RECRUITING,80,University of Rochester,University of Rochester,15,0,1,multi_experimental,2,daily-adaptive stereotactic body radiation therapy,daily-adaptive stereotactic body radiation therapy,,,,0,1,0,0,0,0,0,0,0
NCT05960578,"Golimumab and Apalutamide for the Treatment of Castration-Resistant Prostate Cancer, TRAMP Study",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,8,University of Washington,University of Washington,74,0,1,single_arm,1,apalutamide;biopsy;biospecimen collection;bone scan;computed tomography;golimumab;magnetic resonance imaging;psma pet scan,apalutamide;biopsy;biospecimen collection;bone scan;computed tomography;golimumab;magnetic resonance imaging;psma pet scan,TNF-alpha,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0
NCT05983198,"Phase I/II Study of [225Ac]Ac-PSMA-R2 in PSMA-positive Prostate Cancer, With/Without Prior 177Lu-PSMA RLT",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,33,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,3,225ac-psma-r2;68ga-psma-11;68ga-psma-r2,225ac-psma-r2;68ga-psma-11;68ga-psma-r2,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT05983432,Evaluate BL-B01D1 in Patients With Metastatic or Unresectable Non-Small Cell Lung Cancer (NSCLC) and Other Solid Tumors,PHASE1,Phase 1,RECRUITING,470,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,2,bl-b01d1,bl-b01d1,EGFR/HER3,ADC,ALK;EGFR;HER2;MET;PD-L1;ROS1;genomic,1,1,1,1,0,0,0,1,1
NCT05997615,"Safety, Pharmacokinetics, and Preliminary Efficacy of VIR-5500 (AMX-500) in Prostate Cancer",PHASE1,Phase 1,RECRUITING,437,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,multi_experimental,4,vir-5500,androgen receptor signaling inhibitor (arsi);vir-5500,,,,0,1,0,0,0,0,0,0,0
NCT06004661,Study of Lutetium (177Lu) Vipivotide Tetraxetan in mCRPC Participants With Moderately and Severely Impaired and With Normal Renal Function,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,23,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,68ga-psma-11;aaa617,68ga-psma-11;aaa617,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06014255,Trial of Neoadjuvant Enoblituzumab vs SOC in Men With High-Risk Localized Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,219,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,0,active_comparator,2,standard of care,enoblituzumab,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,1,0,0,0,1
NCT06024772,Multiparametric Ultrasound for the Diagnosis of Clinically Significant Prostate Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,300,Thomas Jefferson University,Thomas Jefferson University,22,0,0,single_arm,1,biopsy of prostate;perflutren lipid microsphere;transrectal ultrasound;ultiparametric magnetic resonance imaging,biopsy of prostate;perflutren lipid microsphere;transrectal ultrasound;ultiparametric magnetic resonance imaging,,,,0,1,0,0,0,0,0,0,0
NCT06044857,PSMA PET Response Guided SabR in High Risk Pca,PHASE1,Phase 1,RECRUITING,20,University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,48,0,0,multi_experimental,4,68-ga psma11,68-ga psma11,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06052306,"A Study to Learn How Safe the Study Treatment Actinium-225-macropa-pelgifatamab (BAY3546828) is, How it Affects the Body, How it Moves Into, Through and Out of the Body, and About Its Anticancer Activity in Participants With Advanced Metastatic Castration-resistant Prostate Cancer (mCRPC)",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,232,Bayer,Bayer,283,1,1,multi_experimental,4,bay3546828,bay3546828,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06056830,Positron Emission Tomography Using 64Cu-SAR-bisPSMA in Participants With High-risk Prostate Cancer Prior to Radical Prostatectomy,PHASE3,Phase 3,RECRUITING,383,Clarity Pharmaceuticals Ltd,Clarity Pharmaceuticals,11,1,0,single_arm,1,64cu-sar-bispsma,64cu-sar-bispsma,PSMA,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT06059118,Difluoromethylornithine and High Dose Testosterone With Enzalutamide in Metastatic Castration-Resistant Prostate Cancer,PHASE2,Phase 2,RECRUITING,50,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,0,single_arm,1,dfmo;enzalutamide;luteinizing hormone-releasing hormone (lhrh) analogue;testosterone cypionate,dfmo;enzalutamide;luteinizing hormone-releasing hormone (lhrh) analogue;testosterone cypionate,ODC,Small Molecule,AR,0,1,0,0,0,0,0,0,0
NCT06062745,Pilot Study for Detection of PSMA-Low CRPC-NE Tumors With Fluciclovine PET/CT,PHASE1,Phase 1,RECRUITING,30,Brigham and Women's Hospital,Brigham and Women's Hospital,15,0,0,single_arm,1,18f-fluciclovine;device: pet/ct,18f-fluciclovine;device: pet/ct,,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT06067269,"Hormone Therapy (Apalutamide) and Image-guided Stereotactic Body Radiation Therapy for the Treatment of Patients With Prostate Cancer, HEATWAVE Trial",PHASE2,Phase 2,RECRUITING,95,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,117,0,1,single_arm,1,apalutamide;biospecimen collection;computed tomography;gallium ga 68 gozetotide;guided stereotactic body radiation therapy;multiparametric magnetic resonance imaging;positron emission tomography;questionnaire administration,apalutamide;biospecimen collection;computed tomography;gallium ga 68 gozetotide;guided stereotactic body radiation therapy;multiparametric magnetic resonance imaging;positron emission tomography;questionnaire administration,AR,Small Molecule,PSA;genomic,0,1,0,0,1,0,0,0,1
NCT06067841,A Study to Assess BMS-986460 in Participants With Metastatic Castration-resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,140,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,single_arm,1,bms-986460,bms-986460,PSMA,Monoclonal Antibody,PSMA,1,1,0,0,0,0,0,0,0
NCT06095089,A Study of JNJ-87189401 Combined With JNJ-78278343 for Advanced Prostate Cancer,PHASE1,Phase 1,RECRUITING,355,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,multi_experimental,4,jnj-78278343;jnj-87189401,apalutamide;jnj-101556143;jnj-78278343;jnj-87189401;lutetium lu-177 vipivotide tetraxetan,KLK2,Bispecific Antibody,,1,1,0,0,0,0,0,0,0
NCT06099990,"Dalpiciclib Isethionate Tablets Combined With Abiraterone Acetate Tablets (I) and Prednisone Tablets (AA-P) Versus Placebo Combined With AA-P in Treatment of High-volume, Metastatic, Hormone-sensitive Prostate Cancer (mHSPC)",PHASE1,Phase 1,NOT_YET_RECRUITING,660,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,placebo_comparator,2,placebo; abiraterone acetate tablets; prednisone tablets,dalpiciclib isethionate tablets; abiraterone acetate tablets; prednisone tablets,AR,Small Molecule,PSA,0,1,1,0,0,0,0,0,1
NCT06100705,Sipuleucel-T Combined With Bipolar Androgen Therapy in Men With mCRPC,PHASE2,Phase 2,RECRUITING,26,Yale University,Yale University,65,0,0,single_arm,1,sipuleucel-t;testosterone cypionate,sipuleucel-t;testosterone cypionate,AR,Small Molecule,AR,0,1,0,0,1,0,0,0,1
NCT06111313,The University of Miami Adapt (UAdapt) Trial,PHASE2,Phase 2,RECRUITING,130,University of Miami,University of Miami,25,0,0,multi_experimental,4,ftlead,adt standard of care;ftlead;hypolead;ultra-short-term androgen deprivation therapy with relugolix,AR,Small Molecule,,0,1,0,0,1,0,0,0,1
NCT06111781,The SUGAR Study; SBRT and Relugolix) for Prostate Cancer,PHASE2,Phase 2,RECRUITING,60,Yale University,Yale University,65,0,1,active_comparator,2,relugolix;sbrt standard of care radiotherapy treatment,,GnRH,Small Molecule,genomic,0,1,0,0,0,0,0,0,0
NCT06120491,Saruparib (AZD5305) vs Placebo in Men With Metastatic Castration-Sensitive Prostate Cancer Receiving Physician's Choice New Hormonal Agents,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1898,AstraZeneca,AstraZeneca,780,1,1,placebo_comparator,2,abiraterone acetate;darolutamide;enzalutamide,abiraterone acetate;darolutamide;enzalutamide;saruparib,PARP,Small Molecule,HRR,0,1,0,0,0,0,0,1,0
NCT06122584,Diagnostic Performance of [18F]PSMA-1007 PET/CT Imaging in Patients With Newly-Diagnosed Prostate Cancer,PHASE3,Phase 3,RECRUITING,380,ABX advanced biochemical compounds GmbH,ABX advanced biochemical compounds,3,1,0,single_arm,1,[18f]psma-1007,[18f]psma-1007,PSMA,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT06130995,Relugolix + Enzalutamide Study in High-Risk Prostate Cancer,PHASE1,Phase 1,RECRUITING,46,University of Oklahoma,University of Oklahoma,23,0,1,single_arm,1,relugolix and enzalutamide,relugolix and enzalutamide,AR,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06134232,Metastatic Castrate-Resistant Prostate Cancer Subjects Treated With PROVENGE® + One Infusion of Sipuleucel-T,PHASE2,Phase 2,RECRUITING,400,Dendreon,Dendreon,17,1,0,multi_experimental,2,sipuleucel-t injection,sipuleucel-t injection,,Cell Therapy,,1,1,0,0,0,0,0,1,0
NCT06136624,Study of Opevesostat (MK-5684) Versus Alternative NHA in mCRPC (MK-5684-003),PHASE3,Phase 3,RECRUITING,1310,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,abiraterone acetate;enzalutamide,fludrocortisone acetate;hydrocortisone;opevesostat,CYP11A1,Small Molecule,AR;AR-LBD,0,1,0,0,1,0,0,0,1
NCT06136650,A Study of Opevesostat (MK-5684) Versus Alternative Next-generation Hormonal Agent (NHA) in Metastatic Castration-resistant Prostate Cancer (mCRPC) Post One NHA (MK-5684-004),PHASE3,Phase 3,RECRUITING,1314,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,abiraterone acetate;enzalutamide;prednisone acetate,fludrocortisone acetate;hydrocortisone;opevesostat,CYP11A1,Small Molecule,AR;AR-LBD,0,1,0,0,0,0,0,1,0
NCT06139575,Phase 1/2 Clinical Study of Lutetium Lu 177 JH020002 Injection in Patients With Advanced Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,90,"Bivision Pharmaceuticals, Inc.",Bivision Pharmaceuticals,1,1,0,single_arm,1,lutetium lu 177 jh020002 injection,lutetium lu 177 jh020002 injection,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
