nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,BRCA/HRD,platinum_status,PD-L1,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT07182149,A Phase 1 Study of NRM-823 in Participants With Locally Advanced or Metastatic Refractory Solid Tumors,PHASE1,Phase 1,RECRUITING,150,"Normunity AccelCo, Inc.",Normunity AccelCo,1,1,0,single_arm,1,nrm-823,nrm-823,,Bispecific Antibody,,1,1,0,0,0,0,0,0,,metastatic · adenoca.
NCT07189871,"177Lu-BetaBart in Patients With Relapsed/Refractory, Locally Advanced Inoperable, or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,61,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,177lu-betabart,177lu-betabart,B7-H3,Radiopharmaceutical,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07211659,Trial of THEO-260 (Administered Via Intraperitoneal Route) in Ovarian Cancer Patients,PHASE1,Phase 1,RECRUITING,18,Theolytics Limited,Theolytics,2,1,0,single_arm,1,theo-260,theo-260,,Oncolytic Virus,,1,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · measurable (RECIST)
NCT07213791,A Study of LY4337713 in Participants With FAP-Positive Solid Tumors,PHASE1,Phase 1,RECRUITING,241,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,6,ly4337713,ly4337713,FAP,Radiopharmaceutical,FAP;HER2,0,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · adenoca. · ECOG 0-1
NCT07213804,A Three-Part Phase 3 Study of Sofetabart Mipitecan in Participants With Platinum-Resistant (Part A) and Platinum-Sensitive (Parts B and C) Ovarian Cancer,PHASE3,Phase 3,RECRUITING,1630,Eli Lilly and Company,Eli Lilly,535,1,1,active_comparator,6,bevacizumab;carboplatin;gemcitabine;mirv;paclitaxel;pegylated liposomal doxorubicin (pld);topotecan,bevacizumab;sofetabart mipitecan,VEGF/VEGFR,Monoclonal Antibody,,1,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",1st-line · measurable (RECIST)
NCT07214779,Study to Evaluate INCB123667 Versus Investigator's Choice of Chemotherapy in Participants With Platinum-Resistant Ovarian Cancer With Cyclin E1 Overexpression,PHASE3,Phase 3,RECRUITING,466,Incyte Corporation,Incyte,162,1,0,multi_experimental,2,,incb123667;investigator's choice of,CCNE1,Small Molecule,Cyclin E1,0,1,0,1,0,1,1,1,platinum-status,metastatic · 1st-line · measurable (RECIST)
NCT07216105,"FT836 With or Without Chemotherapy and/or Monoclonal Antibodies, in Participants With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,119,Fate Therapeutics,Fate Therapeutics,19,1,0,multi_experimental,8,ft836,cetuximab;ft836;trastuzumab,HER2,CAR-T,,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07218809,AZD5335 vs. Mirvetuximab Soravtansine in FRα-high and AZD5335 vs. Chemotherapy in FRα-low Platinum-resistant Ovarian Cancer,PHASE3,Phase 3,RECRUITING,1100,AstraZeneca,AstraZeneca,780,1,1,active_comparator,4,mirvetuximab soravtansine (mirv);paclitaxel;pegylated liposomal doxorubicin (pld);topotecan,azd5335,FRα,ADC,FRα-expression levels;PR,1,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",1st-line
NCT07219238,"Study to Evaluate the Diagnostic Performance of GEH300079 (68Ga) Injection PET/CT for Detection of PC in Patients With Colorectal, Gastric, Ovarian, or Pancreatic Cancers (PERISCOPE)",PHASE2;PHASE3,Phase 3,RECRUITING,175,GE Healthcare,GE Healthcare,18,1,0,single_arm,1,geh300079 (68ga) injection positron-emission tomography (pet)/computed tomography (ct),geh300079 (68ga) injection positron-emission tomography (pet)/computed tomography (ct),,Radiopharmaceutical,,0,1,0,0,0,1,0,0,,metastatic · 1st-line
NCT07225270,Study to Assess the Efficacy and Safety of Rina-S Plus Standard of Care Compared to Standard of Care for Maintenance Treatment of Participants With Recurrent Platinum-sensitive Ovarian Cancer After Second-line (2L) Platinum-based Doublet Chemotherapy,PHASE3,Phase 3,RECRUITING,544,Genmab,Genmab,65,1,1,active_comparator,2,bevacizumab,bevacizumab;rina-s,VEGF/VEGFR,Monoclonal Antibody,PR,1,1,1,0,0,1,0,1,BRCA/HRD+,recurrent · 1st-line
NCT07226427,A First-in-Human Study of MEN2501 in Participants With Platinum-Resistant Ovarian Cancer,PHASE1,Phase 1,RECRUITING,100,"Stemline Therapeutics, Inc.",Stemline Therapeutics,20,1,0,multi_experimental,2,men2501,men2501,KIF18A,Small Molecule,,0,1,0,1,0,0,1,1,platinum-status,2nd-line+
NCT07278336,"A Study to Assess Adverse Events, Change in Disease Activity and How Intravenous (IV) ABBV901 Moves Through the Body Alone or in Combination With Bevacizumab in Adult Participants With Ovarian Cancer",PHASE1,Phase 1,RECRUITING,219,AbbVie,AbbVie,274,1,1,multi_experimental,6,abbv-901,abbv-901;bevacizumab,VEGF/VEGFR,,,0,1,0,1,0,0,0,1,platinum-status,unresectable
NCT07286266,A Study to Investigate Mocertatug Rezetecan Compared With Standard of Care in Participants With Platinum-resistant Ovarian Cancer (BEHOLD-Ovarian01),PHASE3,Phase 3,RECRUITING,450,GlaxoSmithKline,GSK,468,1,1,active_comparator,2,bevacizumab;gemcitabine;paclitaxel;pegylated liposomal doxorubicin (pld);pembrolizumab;topotecan,mocertatug rezetecan,PD-1,Monoclonal Antibody,PD-L1;PR,1,1,1,1,1,1,1,1,"BRCA/HRD+, platinum-status, PD-L1+",metastatic · 1st-line · squamous · measurable (RECIST)
NCT07303387,Efficacy and Safety of the Valemetostat in Patients With Selected Solid Tumors.,PHASE2,Phase 2,RECRUITING,900,"Gustave Roussy, Cancer Campus, Grand Paris","Gustave Roussy, Cancer Campus, Grand Paris",31,0,1,single_arm,1,valemetostat tosylate,valemetostat tosylate,EZH2,Small Molecule,CD25;CTLA-4,0,1,0,0,0,0,0,0,,metastatic · ductal · measurable (RECIST)
NCT07306559,A Study to Test How Well Different Doses of BI 3820768 Are Tolerated by People With Advanced Cancer (Solid Tumours),PHASE1,Phase 1,RECRUITING,187,Boehringer Ingelheim,Boehringer Ingelheim,237,1,1,multi_experimental,2,bi 3820768,bi 3820768,,,,0,1,0,0,0,0,1,0,,advanced · 2nd-line+ · ductal
NCT07318558,A Clinical Trial of Sac-TMT in People With Non-HRD Positive Advanced Ovarian Cancer (MK-2870-021),PHASE3,Phase 3,RECRUITING,900,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,bevacizumab,bevacizumab;rescue medications;sacituzumab tirumotecan,VEGF/VEGFR,Monoclonal Antibody,,1,1,1,0,0,1,0,1,BRCA/HRD+,metastatic · 1st-line
NCT07322094,CATALINA-4: A Study to Investigate the Safety and Efficacy of TORL-1-23 With Chemotherapy Given Before Initial Surgery in Women With Advanced Stage Ovarian Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,60,"TORL Biotherapeutics, LLC",TORL Biotherapeutics,8,1,0,multi_experimental,3,,and carboplatin;paclitaxel;torl-1-23;torl-1-23 and carboplatin;torl-1-23 and paclitaxel,,,,0,1,0,0,0,0,0,0,,metastatic
NCT07340164,Trastzumab Deruxtecan Versus SOC in Recurrent Ovarian That Progressed on Prior PARP Inhibitor Therapy,PHASE2,Phase 2,RECRUITING,116,Yonsei University,Yonsei University,10,0,1,active_comparator,2,bevacizumab;platinum based,bevacizumab;trastzumab deruxtecan,VEGF/VEGFR,Monoclonal Antibody,HER2;MET,1,1,0,1,0,1,1,1,platinum-status,metastatic · 1st-line · squamous · measurable (RECIST)
NCT07341100,Study to Evaluate the Preliminary Efficacy of SKB264 and the Effect of Clarithromycin on the PK of SKB264 in OC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,20,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",Kelun,50,1,0,single_arm,1,clarithromycin;skb264,clarithromycin;skb264,HER2,ADC,HER2;TROP2,1,1,0,0,0,0,0,0,,metastatic
NCT07341737,SL-28 for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,60,Second Life Therapeutics,Second Life Therapeutics,1,1,0,multi_experimental,3,sl-28,sl-28,,,biomarker,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07370818,To Evaluate the Efficacy and Safety of JPI-547 in Combination With Bevacizumab as Maintenance Therapy in Relapsed Ovarian Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,81,Onconic Therapeutics Inc.,Onconic Therapeutics,5,1,0,multi_experimental,2,bevacizumab,bevacizumab;jpi-547,VEGF/VEGFR,Small Molecule,BRCA1;BRCA2;HRD,0,1,1,0,0,0,0,1,BRCA/HRD+,recurrent
NCT07371104,Bioequivalence Study of DWZ2501 in Patients With Advanced BRCA-mutated High-grade Ovarian Cancer,PHASE1,Phase 1,RECRUITING,40,Daewoong Pharmaceutical Co. LTD.,Daewoong Pharmaceutical,4,1,0,multi_experimental,2,dwc202510 (olaparib;dwz2501 (olaparib,dwc202510 (olaparib;dwz2501 (olaparib,PARP,Small Molecule,BRCA,0,1,1,0,0,0,0,1,BRCA/HRD+,advanced
NCT07382713,Fluzoparib Plus Famitinib Maintenance After First-Line Platinum Response in Advanced Ovarian Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,43,Jinhua Zhou,Jinhua Zhou,1,0,0,single_arm,1,fluzoparib,fluzoparib,PARP,Small Molecule,GBRCA;PALB2;PR,0,1,0,0,0,1,0,0,,metastatic · 1st-line
NCT07402915,"Drug-drug Interaction Study With AZD5335 and Itraconazole in Participants With Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",PHASE1,Phase 1,RECRUITING,24,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,azd5335;itraconazole,azd5335;itraconazole,FRα,ADC,FRα-expression levels;HRR,1,1,0,1,0,0,1,1,platinum-status,2nd-line+
NCT07424547,Phase I Study of SYS6043 in Patients With Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,386,"Conjupro Biotherapeutics, Inc.",Conjupro Biotherapeutics,8,1,0,multi_experimental,3,sys6043,sys6043,B7-H3,ADC,,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07432594,Neoadjuvant Aitua (PD-1/CTLA-4 Bispecific) Plus Nab-Paclitaxel and Carboplatin for Advanced High-Grade Serous Ovarian Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,82,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",24,0,0,active_comparator,2,albumin-bound paclitaxel /nab-paclitaxel;carboplatin (auc 5);interval debulking surgery,aitua combination antibody;albumin-bound paclitaxel /nab-paclitaxel;carboplatin (auc 5);interval debulking surgery,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0,0,,measurable (RECIST)
NCT07432633,[18F]FPyQCP PET Imaging of Fibroblast Activation Protein in Selected Oncology Indications,PHASE1;PHASE2,Phase 2,RECRUITING,71,Blue Earth Diagnostics,Blue Earth Diagnostics,11,1,0,single_arm,1,[18f]fpyqcp,[18f]fpyqcp,FAP,Radiopharmaceutical,,0,1,0,0,0,1,0,0,,metastatic · 1st-line · squamous
NCT07444814,"Study Evaluating the Safety and Efficacy of HWK-007, a PTK7-directed Antibody Drug Conjugate in Participants With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,226,"Whitehawk Therapeutics, Inc.",Whitehawk Therapeutics,2,1,0,multi_experimental,5,hwk-007,hwk-007,PTK7,ADC,,1,1,0,1,0,0,0,1,platinum-status,metastatic · squamous
NCT07453394,QLS5132 Combination Therapy in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,626,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,multi_experimental,5,,qls5132; bevacizumab;qls5132; olaparib; bevacizumab;qls5132; platinum; bevacizumab;qls5132; ql1706; ql2107;qls5132; ql1706; ql2107; carboplatin; cisplatin; oxaliplatin,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07462468,A Phase 1 Clinical Study to Evaluate the Safety and Efficacy of WSK-IM02 in Patients With Platinum-resistant Recurrent Ovarian Cancer.,PHASE1,Phase 1,NOT_YET_RECRUITING,36,"WestVac Biopharma Co., Ltd.",WestVac Biopharma,2,1,0,multi_experimental,2,wsk-im02,wsk-im02,,,,0,1,0,1,0,0,0,1,platinum-status,metastatic · measurable (RECIST)
NCT07470853,A Study of MUC16-Directed Antibody Drug Conjugate HWK-016 in Participants With Advanced Solid Tumors.,PHASE1,Phase 1,RECRUITING,265,"Whitehawk Therapeutics, Inc.",Whitehawk Therapeutics,2,1,0,multi_experimental,8,hwk-016;mucin-16-targeted adc,bevacizumab;hwk-016;mucin-16-targeted adc,MUC16,ADC,,1,1,0,0,0,0,0,0,,metastatic
NCT07480954,"Dual-Targeting CAR-NK Cells for Recurrent Ovarian Cancer (MSLN, FRα, MUC16)",PHASE1;PHASE2,Phase 2,RECRUITING,36,Beijing Biotech,Beijing Biotech,30,1,0,multi_experimental,3,dual-target car-nk cell product;lymphodepleting;standard supportive care,dual-target car-nk cell product;lymphodepleting;standard supportive care,MSLN,CAR-T,CA125;FOLR1;MSLN,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07489287,"GB-5267 for the Treatment Platinum-Resistant Ovarian, Peritoneal, or Fallopian Tube Cancer",PHASE1,Phase 1,RECRUITING,18,Roswell Park Cancer Institute,Roswell Park Cancer Institute,73,0,0,multi_experimental,2,,gb-5267 - iv only;gb-5267 -combined iv and ip infusion,MUC16,CAR-T,MUC16,1,1,0,1,0,0,0,1,platinum-status,metastatic · squamous · measurable (RECIST)
NCT07503808,A Study of IDE034 in Adult Participants With Locally Advanced/Metastatic Solid Tumors Types,PHASE1,Phase 1,RECRUITING,150,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,multi_experimental,2,ide034,ide034,PTK7,ADC,HER2,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT07517198,Dose Determining Study of EXS74539 (REC-4539) in Participants With Select Solid Tumors,PHASE1,Phase 1,RECRUITING,40,"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc.","Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals",3,1,0,single_arm,1,exs74539,exs74539,LSD1,Small Molecule,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07524322,Study of RGT-490 in Patients With PIK3CA-Mutated Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,63,Regor Pharmaceuticals Inc.,Regor Pharmaceuticals,4,1,0,multi_experimental,2,rgt-490,rgt-490,PIK3CA,Small Molecule,PIK3CA,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07532148,"Study of CKD-215 and D215 in Adults With BRCA-mutated Advanced Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",PHASE1,Phase 1,NOT_YET_RECRUITING,24,Chong Kun Dang Pharmaceutical,Chong Kun Dang Pharmaceutical,15,1,0,multi_experimental,2,ckd-215;d215,ckd-215;d215,,,,0,1,1,0,0,0,0,1,BRCA/HRD+,metastatic
NCT07545460,"A Study Comparing BL-M07D1 With Physician's Choice of Chemotherapy in Patients With HER2-Expressing Platinum-Resistant Recurrent Epithelial Ovarian Cancer, Fallopian Tube Cancer, and Primary Peritoneal Cancer",PHASE3,Phase 3,NOT_YET_RECRUITING,404,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,active_comparator,2,liposomal doxorubicin;paclitaxel;topotecan,bl-m07d1,HER2,ADC,HER2,1,1,0,1,0,0,0,1,platinum-status,metastatic · measurable (RECIST)
NCT07546500,"A Study of Azenosertib (ZN-c3) Versus Investigator's Choice Chemotherapy in Subjects With Platinum-Resistant High-Grade Serous Ovarian, Primary Peritoneal, or Fallopian Tube Cancers Positive for Cyclin E1 Protein Expression",PHASE3,Phase 3,RECRUITING,420,"K-Group, Beta, Inc., a wholly owned subsidiary of Zentalis Pharmaceuticals, Inc","K-Group, Beta, Inc., a wholly owned subsidiary of Zentalis Pharmaceuticals",8,1,0,active_comparator,2,investigator's choice of,azenosertib,WEE1,Small Molecule,Cyclin E1;TP53;cfDNA,0,1,1,1,0,0,1,1,"BRCA/HRD+, platinum-status",metastatic · 2nd-line+ · measurable (RECIST)
NCT07564141,Study to Assess the Efficacy and Safety of Rina-S With or Without Bevacizumab Compared to Investigator's Choice of Platinum-based Chemotherapy With or Without Bevacizumab as Second-line Treatment in Participants With Recurrent Platinum-sensitive Ovarian Cancer,PHASE3,Phase 3,RECRUITING,688,Genmab,Genmab,65,1,1,active_comparator,2,bevacizumab;carboplatin;gemcitabine;paclitaxel;pld,bevacizumab;rina-s,VEGF/VEGFR,Monoclonal Antibody,,1,1,1,1,0,1,0,1,"BRCA/HRD+, platinum-status",1st-line · measurable (RECIST)
NCT07589543,Dual-Target CAR-NK Cells in Recurrent or Refractory Epithelial Ovarian Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,42,Beijing Biotech,Beijing Biotech,30,1,0,single_arm,1,cyclophosphamide;eb-dualnk;fludarabine,cyclophosphamide;eb-dualnk;fludarabine,CD19,CAR-T,CD19;biomarker,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07593092,"Phase 1, Safety and Tolerability Study of XmAb541 and XmAb808 in Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,90,"Xencor, Inc.",Xencor,19,1,0,single_arm,1,xmab541;xmab808,xmab541;xmab808,CD33,Monoclonal Antibody,,1,1,0,0,0,0,0,0,,metastatic
NCT07604766,An Extension Study to Assess the Efficacy of Rina-S Compared to Treatment of Investigator's Choice in Participants With Platinum Resistant Ovarian Cancer in China,PHASE3,Phase 3,RECRUITING,82,Genmab,Genmab,65,1,1,active_comparator,2,gemcitabine;paclitaxel;pegylated liposomal doxorubicin (pld);topotecan,rina-s,FRα,ADC,PR,1,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",metastatic · 1st-line · ductal · measurable (RECIST)
NCT07610798,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of INV-8989 in Patients With Advanced Solid Tumors Harboring KRAS G12D Mutations",PHASE1;PHASE2,Phase 2,RECRUITING,178,"Shenzhen Ionova Life Sciences Co., Ltd.",Shenzhen Ionova Life Sciences,4,1,0,multi_experimental,14,inv-8989,inv-8989,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07612891,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of INV-6452 in Adult Patients With Hormone Receptor Positive, Human Epidermal Growth Factor Receptor 2 Negative (HR+/HER2-) Advanced/Metastatic Breast Cancer or Locally Advanced/Metastatic Solid Tumor",PHASE1;PHASE2,Phase 2,RECRUITING,201,"Shenzhen Ionova Life Sciences Co., Ltd.",Shenzhen Ionova Life Sciences,4,1,0,multi_experimental,2,inv-6452,inv-6452,HER2,Small Molecule,HER2;HR,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07613723,"A Study to Test the Safety, Tolerability and Effect of ZI-MA4-1 for Patients With Locally Advanced or Metastatic Solid Malignancies",PHASE1,Phase 1,RECRUITING,9,Zelluna Immunotherapy AS,Zelluna Immunotherapy AS,1,1,0,single_arm,1,cyclophosphamide;fludarabine;zi-ma4-1 (tcr-nk cells),cyclophosphamide;fludarabine;zi-ma4-1 (tcr-nk cells),MAGE-A4,Cell Therapy,HLA-A*02:01;MAGE-A4,1,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT07617753,"Dual-Targeting CAR-NK Cells for Recurrent Ovarian Cancer (MSLN, FRα, MUC16) pt2",PHASE1;PHASE2,Phase 2,RECRUITING,36,Beijing Biotech,Beijing Biotech,30,1,0,multi_experimental,3,cyclophosphamide;dual-target car-nk cell product;supportive,cyclophosphamide;dual-target car-nk cell product;supportive,MSLN,CAR-T,CA125;FOLR1;MSLN,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07634094,"Intensive Locoregional Chemoimmunotherapy, Intradermal Autologous Alpha-DC1 Vaccines, and Systemic Pembrolizumab for Advanced-Stage Ovarian Cancer",PHASE2,Phase 2,NOT_YET_RECRUITING,28,"Kalinski, Pawel, MD, PhD","Kalinski, Pawel, MD, PhD",1,0,0,multi_experimental,2,bioferon;celecoxib;cisplatin;debulking procedure;paclitaxel;pembrolizumab;rintatolimod,bioferon;celecoxib;cisplatin;debulking procedure;paclitaxel;pembrolizumab;rintatolimod;αdc1 vaccine,PD-1,Cell Therapy,MET,1,1,0,0,0,1,0,0,,advanced · 1st-line · measurable (RECIST)
NCT07637851,Safety and Efficacy of Ubamatamab With First-line Chemotherapy in Ovarian Cancer,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,43,ARCAGY/ GINECO GROUP,ARCAGY/ GINECO GROUP,16,0,1,single_arm,1,bevacizumab;gcsf;ubamatamab,bevacizumab;gcsf;ubamatamab,MUC16,Bispecific Antibody,MUC16,1,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",metastatic · 1st-line · measurable (RECIST)
NCT07652073,A Study of DAT-2645 in Patients With BRCA1/2 Mutations or HRD-Positive Ovarian Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,30,"Danatlas Pharmaceuticals Co., Ltd",Danatlas Pharmaceuticals,3,1,0,single_arm,1,dat-2645 tablet,dat-2645 tablet,PARP,Small Molecule,BRCA1;BRCA2,0,1,1,0,0,0,0,1,BRCA/HRD+,metastatic
NCT07657416,NK521 in the Treatment of Advanced Solid Tumors,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,18,"Base Therapeutics (Shanghai) Co., Ltd.",Base Therapeutics (Shanghai),8,1,0,multi_experimental,2,nk521 cell injection,nk521 cell injection,,Cell Therapy,,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07664735,A Phase 1 Study to Evaluate the Safety and Efficacy of OPB-201 in Recurrent Endometrial and Platinum-resistant Ovarian Cancer.,PHASE1,Phase 1,NOT_YET_RECRUITING,30,"Outpace Bio, Inc.",Outpace Bio,2,1,0,single_arm,1,opb-201,opb-201,,Cell Therapy,,1,1,0,0,0,0,0,0,,measurable (RECIST)
NCT07665515,"Study of CryptiVax-1001 in Maintenance Setting for Advanced Serous Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",PHASE1,Phase 1,RECRUITING,50,Epitopea Ltd,Epitopea,1,1,0,multi_experimental,6,cryptivax-1001,cryptivax-1001,,,PR,0,1,0,0,0,1,0,0,,metastatic · 1st-line · measurable (RECIST)
NCT07667751,An Exploratory Study on the Use of Ipalotinib (Tislelizumab) Combined With Sunitinib and Olaparib for Neoadjuvant Therapy in HRD-positive Advanced Ovarian Cancer,PHASE2,Phase 2,RECRUITING,35,Bai-Rong Xia,Bai-Rong Xia,1,0,0,single_arm,1,sunitinib、olaparib、tolilizumab,sunitinib、olaparib、tolilizumab,VEGF/VEGFR,Monoclonal Antibody,PR,1,1,1,0,0,0,0,1,BRCA/HRD+,neoadjuvant · squamous · measurable (RECIST)
NCT07670312,Evaluation of XYA02 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,190,"XYone Therapeutics, Inc",XYone Therapeutics,1,1,0,multi_experimental,2,xya02,xya02,MUC1,ADC,ALK;BRAF,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07684612,A Study to Investigate Mocertatug Rezetecan With Bevacizumab Compared With Platinum Doublet With Bevacizumab in Participants With Platinum-sensitive Ovarian Cancer (BEHOLD-Ovarian02),PHASE3,Phase 3,NOT_YET_RECRUITING,690,GlaxoSmithKline,GSK,468,1,1,active_comparator,2,bevacizumab;carboplatin;gemcitabine;paclitaxel;pegylated liposomal doxorubicin (pld),bevacizumab;mocertatug rezetecan (mo-rez),VEGF/VEGFR,Monoclonal Antibody,,1,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07690189,Study of NTB-928 in R/R OC,PHASE1,Phase 1,RECRUITING,90,"TeneoSeven, Inc.",TeneoSeven,1,1,0,single_arm,1,ntb-928,ntb-928,,,,0,1,0,1,0,0,1,1,platinum-status,2nd-line+
NCT07694427,Mo-Rez in First- Line (1L) Maintenance Treatment of Non-Homologous Recombination Deficient Ovarian Cancer (Non-HRd OC) [BEHOLD-Ovarian03],PHASE3,Phase 3,NOT_YET_RECRUITING,720,GlaxoSmithKline,GSK,468,1,1,active_comparator,2,bevacizumab,bevacizumab;mocertatug rezetecan,VEGF/VEGFR,Monoclonal Antibody,MET;PR;biomarker,1,1,1,0,0,1,1,1,BRCA/HRD+,metastatic · 1st-line · squamous · measurable (RECIST)
NCT07702292,[68Ga]BED003 PET Imaging of Fibroblast Activation Protein in Selected Oncology Indications,PHASE2,Phase 2,RECRUITING,71,Blue Earth Diagnostics,Blue Earth Diagnostics,11,1,0,single_arm,1,[68ga]bed003,[68ga]bed003,,,,0,1,0,0,0,1,0,0,,neoadjuvant · 1st-line · ductal
NCT07705035,DBC-664 in Adult Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,210,"Duboce Biopharmaceuticals, Inc.",Duboce Biopharmaceuticals,1,1,0,multi_experimental,2,dbc-664,dbc-664,,,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07708753,"A Study of SYS6043 in Platinum-Resistant, Advanced Ovarian, Primary Peritoneal, or Fallopian Tube Cancers",PHASE3,Phase 3,NOT_YET_RECRUITING,460,"CSPC Megalith Biopharmaceutical Co.,Ltd.",CSPC Megalith Biopharmaceutical,29,1,0,active_comparator,2,liposomal doxorubicin;or topotecan;paclitaxel,sys6043,,,MET,0,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07714668,A Clinical Study of SYS6041 Combination Therapy for Recurrent Ovarian Cancer,PHASE2,Phase 2,RECRUITING,171,"CSPC Megalith Biopharmaceutical Co.,Ltd.",CSPC Megalith Biopharmaceutical,29,1,0,active_comparator,4,bevacizumab;carboplatin;paclitaxel,bevacizumab;carboplatin;enlonstobart;sys6041,VEGF/VEGFR,Monoclonal Antibody,,1,1,1,1,0,0,0,1,"BRCA/HRD+, platinum-status",metastatic · squamous · measurable (RECIST)
NCT07715747,"A Phase I Study to Evaluate the Safety,Pharmacokinetics,Pharmacodynamics,and Efficacy of TJ037130 in Adult Participants With Advanced Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,128,"TJ Biopharma Co., Ltd.",TJ Biopharma,11,1,0,single_arm,1,tj037130,tj037130,,,PD-L1,0,1,0,0,1,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
